Date,Open,High,Low,Close,Volume,Adj Close
2012-01-12,39.23,39.23,39.23,39.23,000,39.23
2012-01-11,38.92,38.92,38.92,38.92,000,38.92
2012-01-10,38.91,38.91,38.91,38.91,000,38.91
2012-01-09,38.08,38.08,38.08,38.08,000,38.08
2012-01-06,37.88,37.88,37.88,37.88,000,37.88
2012-01-05,38.16,38.16,38.16,38.16,000,38.16
2012-01-04,38.22,38.22,38.22,38.22,000,38.22
2012-01-03,38.19,38.19,38.19,38.19,000,38.19
2011-12-30,36.48,36.48,36.48,36.48,000,36.48
2011-12-29,35.95,35.95,35.95,35.95,000,35.95
2011-12-28,35.47,35.47,35.47,35.47,000,35.47
2011-12-27,36.89,36.89,36.89,36.89,000,36.89
2011-12-23,37.01,37.01,37.01,37.01,000,37.01
2011-12-22,36.50,36.50,36.50,36.50,000,36.50
2011-12-21,36.96,36.96,36.96,36.96,000,36.96
2011-12-20,36.89,36.89,36.89,36.89,000,36.89
2011-12-19,35.52,35.52,35.52,35.52,000,35.52
2011-12-16,36.37,36.37,36.37,36.37,000,36.37
2011-12-15,35.47,35.47,35.47,35.47,000,35.47
2011-12-14,36.01,36.01,36.01,36.01,000,36.01
2011-12-13,37.40,37.40,37.40,37.40,000,37.40
2011-12-12,38.83,38.83,38.83,38.83,000,38.83
2011-12-09,40.25,40.25,40.25,40.25,000,40.25
2011-12-08,39.86,39.86,39.86,39.86,000,39.86
2011-12-07,40.91,40.91,40.91,40.91,000,40.91
2011-12-06,40.90,40.90,40.90,40.90,000,40.90
2011-12-05,40.74,40.74,40.74,40.74,000,40.74
2011-12-02,40.76,40.76,40.76,40.76,000,40.76
2011-12-01,41.26,41.26,41.26,41.26,000,41.26
2011-11-30,43.46,43.46,43.46,43.46,000,41.30
2011-11-29,40.71,40.71,40.71,40.71,000,38.69
2011-11-28,40.03,40.03,40.03,40.03,000,38.04
2011-11-25,39.08,39.08,39.08,39.08,000,37.14
2011-11-23,39.56,39.56,39.56,39.56,000,37.60
2011-11-22,40.76,40.76,40.76,40.76,000,38.74
2011-11-21,40.51,40.51,40.51,40.51,000,38.50
2011-11-18,41.81,41.81,41.81,41.81,000,39.74
2011-11-17,42.65,42.65,42.65,42.65,000,40.53
2011-11-16,44.08,44.08,44.08,44.08,000,41.89
2011-11-15,44.76,44.76,44.76,44.76,000,42.54
2011-11-14,44.69,44.69,44.69,44.69,000,42.47
2011-11-11,45.29,45.29,45.29,45.29,000,43.04
2011-11-10,44.11,44.11,44.11,44.11,000,41.92
2011-11-09,44.21,44.21,44.21,44.21,000,42.02
2011-11-08,45.75,45.75,45.75,45.75,000,43.48
2011-11-07,45.96,45.96,45.96,45.96,000,43.68
2011-11-04,45.12,45.12,45.12,45.12,000,42.88
2011-11-03,45.22,45.22,45.22,45.22,000,42.98
2011-11-02,43.91,43.91,43.91,43.91,000,41.73
2011-11-01,43.02,43.02,43.02,43.02,000,40.89
2011-10-31,43.35,43.35,43.35,43.35,000,41.20
2011-10-28,44.85,44.85,44.85,44.85,000,42.63
2011-10-27,44.10,44.10,44.10,44.10,000,41.91
2011-10-26,42.76,42.76,42.76,42.76,000,40.64
2011-10-25,42.08,42.08,42.08,42.08,000,39.99
2011-10-24,41.51,41.51,41.51,41.51,000,39.45
2011-10-21,40.23,40.23,40.23,40.23,000,38.23
2011-10-20,39.79,39.79,39.79,39.79,000,37.82
2011-10-19,40.42,40.42,40.42,40.42,000,38.41
2011-10-18,42.29,42.29,42.29,42.29,000,40.19
2011-10-17,41.80,41.80,41.80,41.80,000,39.73
2011-10-14,42.76,42.76,42.76,42.76,000,40.64
2011-10-13,41.88,41.88,41.88,41.88,000,39.80
2011-10-12,42.32,42.32,42.32,42.32,000,40.22
2011-10-11,41.76,41.76,41.76,41.76,000,39.69
2011-10-10,41.40,41.40,41.40,41.40,000,39.35
2011-10-07,40.25,40.25,40.25,40.25,000,38.25
2011-10-06,40.73,40.73,40.73,40.73,000,38.71
2011-10-05,39.44,39.44,39.44,39.44,000,37.48
2011-10-04,37.98,37.98,37.98,37.98,000,36.10
2011-10-03,39.03,39.03,39.03,39.03,000,37.09
2011-09-30,39.80,39.80,39.80,39.80,000,37.83
2011-09-29,39.91,39.91,39.91,39.91,000,37.93
2011-09-28,40.21,40.21,40.21,40.21,000,38.22
2011-09-27,41.75,41.75,41.75,41.75,000,39.68
2011-09-26,41.05,41.05,41.05,41.05,000,39.01
2011-09-23,41.41,41.41,41.41,41.41,000,39.36
2011-09-22,43.64,43.64,43.64,43.64,000,41.48
2011-09-21,46.84,46.84,46.84,46.84,000,44.52
2011-09-20,48.02,48.02,48.02,48.02,000,45.64
2011-09-19,46.79,46.79,46.79,46.79,000,44.47
2011-09-16,47.42,47.42,47.42,47.42,000,45.07
2011-09-15,46.84,46.84,46.84,46.84,000,44.52
2011-09-14,47.07,47.07,47.07,47.07,000,44.73
2011-09-13,47.66,47.66,47.66,47.66,000,45.30
2011-09-12,47.29,47.29,47.29,47.29,000,44.94
2011-09-09,48.64,48.64,48.64,48.64,000,46.23
2011-09-08,49.43,49.43,49.43,49.43,000,46.98
2011-09-07,48.80,48.80,48.80,48.80,000,46.38
2011-09-06,48.50,48.50,48.50,48.50,000,46.09
2011-09-02,48.63,48.63,48.63,48.63,000,46.22
2011-09-01,48.30,48.30,48.30,48.30,000,45.90
2011-08-31,48.09,48.09,48.09,48.09,000,45.70
2011-08-30,47.88,47.88,47.88,47.88,000,45.50
2011-08-29,47.13,47.13,47.13,47.13,000,44.79
2011-08-26,46.84,46.84,46.84,46.84,000,44.52
2011-08-25,45.91,45.91,45.91,45.91,000,43.63
2011-08-24,45.61,45.61,45.61,45.61,000,43.35
2011-08-23,46.84,46.84,46.84,46.84,000,44.52
2011-08-22,48.02,48.02,48.02,48.02,000,45.64
2011-08-19,46.55,46.55,46.55,46.55,000,44.24
2011-08-18,45.70,45.70,45.70,45.70,000,43.43
2011-08-17,47.17,47.17,47.17,47.17,000,44.83
2011-08-16,46.61,46.61,46.61,46.61,000,44.30
2011-08-15,46.87,46.87,46.87,46.87,000,44.54
2011-08-12,45.70,45.70,45.70,45.70,000,43.43
2011-08-11,46.27,46.27,46.27,46.27,000,43.97
2011-08-10,45.37,45.37,45.37,45.37,000,43.12
2011-08-09,44.79,44.79,44.79,44.79,000,42.57
2011-08-08,42.82,42.82,42.82,42.82,000,40.70
2011-08-05,43.59,43.59,43.59,43.59,000,41.43
2011-08-04,44.43,44.43,44.43,44.43,000,42.23
2011-08-03,47.24,47.24,47.24,47.24,000,44.90
2011-08-02,46.97,46.97,46.97,46.97,000,44.64
2011-08-01,46.60,46.60,46.60,46.60,000,44.29
2011-07-29,46.61,46.61,46.61,46.61,000,44.30
2011-07-28,47.11,47.11,47.11,47.11,000,44.77
2011-07-27,47.49,47.49,47.49,47.49,000,45.13
2011-07-26,48.42,48.42,48.42,48.42,000,46.02
2011-07-25,48.19,48.19,48.19,48.19,000,45.80
